tpm10_biascorr, total particulate matter 0-10um biascorrected               , ug/m3, R                    ,           ,           ,          , biascorr            , biascorr
tpm25_biascorr, total particulate matter 0-2.5um biascorrected              , ug/m3, R                    ,           ,           ,          , biascorr            , biascorr
o3_biascorr   , ozone biascorrected                                         , ppb  , O 3                  ,           ,           ,          , biascorr            , biascorr 

#
# accumulated tracers; ensure that these: 
# - only property is 'accum', otherwise processes might be applied;
#
tpm10         , total particulate matter 0-10um                             , ug/m3, R                    ,           ,           ,          , accum               , accum
tpm25         , total particulate matter 0-2.5um                            , ug/m3, R                    ,           ,           ,          , accum               , accum
tss           , total seasalt aerosol                                       , ug/m3, R                    ,           ,           ,          , accum               , accum
tdust         , total dust aerosol                                          , ug/m3, R                    ,           ,           ,          , accum               , accum
tc            , total carbon aerosol                                        , ug/m3, R                    ,           ,           ,          , accum               , accum
tcg           , total concensible gasses                                    , ug/m3, R                    ,           ,           ,          , accum               , accum
tsoa          , total secondary organic aerosol                             , ug/m3, R                    ,           ,           ,          , accum               , accum
tpog          , total primary organic gas                                   , ug/m3, R                    ,           ,           ,          , accum               , accum
tsisog        , total secondary gas from sivoc                              , ug/m3, R                    ,           ,           ,          , accum               , accum
tasog         , total anthropogenic secondary organic gas                   , ug/m3, R                    ,           ,           ,          , accum               , accum
tbsog         , total biogenic secondary organic gas                        , ug/m3, R                    ,           ,           ,          , accum               , accum
tpoa          , total primary organic aerosol                               , ug/m3, R                    ,           ,           ,          , accum               , accum
tsisoa        , total secondary aerosol from sivoc                          , ug/m3, R                    ,           ,           ,          , accum               , accum
tasoa         , total anthropogenic secondary organic aerosol               , ug/m3, R                    ,           ,           ,          , accum               , accum
tbsoa         , total biogenic secondary organic aerosol                    , ug/m3, R                    ,           ,           ,          , accum               , accum
tnmvoc        , total nmvoc                                                 , ug/m3, R                    ,           ,           ,          , accum               , accum
SOxa          , SOx aerosol                                                 , ug/m3, R                    ,           ,           ,          , accum               , accum
NOya          , NOy aerosol                                                 , ug/m3, R                    ,           ,           ,          , accum               , accum
NHxa          , NHx aerosol                                                 , ug/m3, R                    ,           ,           ,          , accum               , accum
NO2_obs       , Nitrogen dioxide reported by observation devices            , ppb  , N + O 2              ,           ,           ,          , accum               , accum
sia25         , Secondary inorganic aerosol 0-2.5um                         , ug/m3, R                    ,           ,           ,          , accum               , accum

# Special accumulated tracers, used in labeling code
tpm10_comb    , total particulate matter 0-10um                             , ug/m3, R                    ,           ,           ,          , accum_label         , accum_label
tpm25_comb    , total particulate matter 0-2.5um                            , ug/m3, R                    ,           ,           ,          , accum_label         , accum_label

# 'Fake' tracers used in labeling code to combine labels voor nh4 and no3
nh4a_f_no3a_f   , ammonium nitrate fine mode                                , ug/m3, R                    ,           ,           ,          , accum_label         , accum_label
nh4a_f_on_so4a_f, ammonium aerosol on sulphate aerosel                      , ug/m3, R                    ,           ,           ,          , accum_label         , accum_label
